,ID_Pedido,Prioridade_Pedido,Quantidade_Pedido,Vendas,Modo_Envio,Lucro,Nome_Cliente,Região,Tipo_Cliente,Categoria_Produto,SubCategoria_Produto,Nome_Produto,Embalagem_Produto
143,33703,Não especificada,4,63.52,Envio Expresso,-8.47,Carl Ludwig,Northwest Territories,Corporativo,Insumos de Escritório,Armazenamento e Organização,Portable Personal File Box,Caixa Pequena
144,33894,Crítica,13,438.93,Envio Expresso,-119.02,Doug Bickford,Northwest Territories,Corporativo,Tecnologia,Periféricos de Computador,PC Concepts 116 Key Quantum 3000 Keyboard,Caixa Pequena
145,37541,Média,10,550.61,Envio Expresso,98.32,Claudia Miner,Northwest Territories,Pequenas Empresas,Insumos de Escritório,Papéis,Xerox 1882,Caixa Pequena
146,42561,Baixa,15,1062.9589999999998,Envio Expresso,298.48,Beth Paige,Northwest Territories,Consumidor,Tecnologia,Telefones e comunicação,Accessory12,Caixa Pequena
147,43781,Não especificada,21,917.39,Envio Expresso,393.41,Claudia Miner,Northwest Territories,Pequenas Empresas,Insumos de Escritório,Fichários e acessórios de fichário,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Caixa Pequena
148,44839,Crítica,27,899.97,Envio Expresso,-246.3,Julia West,Northwest Territories,Consumidor,Mobília,Móveis de escritório,"Linden® 12"" Wall Clock With Oak Frame",Caixa Pequena
149,52193,Não especificada,1,17.89,Envio Expresso,10.51,Mike Pelletier,Northwest Territories,Corporativo,Insumos de Escritório,Etiqueta,Avery 492,Caixa Pequena
150,52929,Alta,43,701.46,Envio Expresso,-90.14,Muhammed MacIntyre,Northwest Territories,Pequenas Empresas,Tecnologia,Máquinas de escritório,"AT&T Black Trimline Phone, Model 210",Caixa Pequena
151,55715,Crítica,28,168.57,Envio Expresso,16.65,Eugene Barchas,Northwest Territories,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Caixa Pequena
152,57509,Baixa,39,199.39,Envio Expresso,101.13,Neola Schneider,Northwest Territories,Escritório em Casa,Insumos de Escritório,Etiqueta,Avery 493,Caixa Pequena
153,58368,Alta,5,325.43,Envio Expresso,-76.11,Doug Bickford,Atlantic,Corporativo,Insumos de Escritório,Armazenamento e Organização,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Caixa Pequena
154,59395,Crítica,20,963.3,Envio Expresso,367.12,Cari Schnelling,Atlantic,Pequenas Empresas,Insumos de Escritório,Papéis,Xerox 1885,Caixa Pequena
155,11269,Baixa,39,2083.0525,Envio Expresso,354.96,Harold Engle,Atlantic,Escritório em Casa,Tecnologia,Telefones e comunicação,i1000,Caixa Pequena
156,13927,Baixa,26,188.05,Envio Expresso,-21.41,Dan Reichenbach,Atlantic,Corporativo,Insumos de Escritório,Papéis,Xerox 1985,Caixa Pequena
157,15463,Baixa,48,293.3,Envio Expresso,-193.48,Evan Minnotte,Atlantic,Corporativo,Insumos de Escritório,Papéis,Xerox 1920,Caixa Pequena
158,22656,Não especificada,10,309.3,Envio Expresso,-77.89,Evan Minnotte,Atlantic,Corporativo,Tecnologia,Periféricos de Computador,Belkin ErgoBoard™ Keyboard,Caixa Pequena
159,24038,Alta,15,896.1805,Envio Expresso,82.04,Jack Lebron,Atlantic,Corporativo,Tecnologia,Telefones e comunicação,8860,Caixa Pequena
160,24067,Alta,46,2640.6865,Envio Expresso,751.38,Frank Atkinson,Atlantic,Corporativo,Tecnologia,Telefones e comunicação,252,Caixa Pequena
161,24965,Baixa,6,2528.49,Envio Expresso,580.15,Jack Lebron,Atlantic,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,GBC DocuBind 200 Manual Binding Machine,Caixa Pequena
162,29382,Alta,34,684.66,Envio Expresso,35.09,Greg Guthrie,Atlantic,Pequenas Empresas,Mobília,Móveis de escritório,12-1/2 Diameter Round Wall Clock,Caixa Pequena
163,36293,Média,25,165.36,Envio Expresso,-94.79,Carlos Soltero,Atlantic,Pequenas Empresas,Insumos de Escritório,Papéis,Xerox 220,Caixa Pequena
164,40480,Crítica,19,7608.88,Envio Expresso,3049.45,Harold Engle,Atlantic,Escritório em Casa,Insumos de Escritório,Fichários e acessórios de fichário,GBC DocuBind 200 Manual Binding Machine,Caixa Pequena
165,48067,Baixa,31,3229.66,Envio Expresso,695.06,Jennifer Braxton,Atlantic,Pequenas Empresas,Tecnologia,Telefones e comunicação,270c,Caixa Pequena
166,48067,Baixa,24,4010.9375,Envio Expresso,630.7,Jennifer Braxton,Atlantic,Pequenas Empresas,Tecnologia,Telefones e comunicação,T28 WORLD,Caixa Pequena
167,49029,Alta,49,8223.07,Envio Expresso,2549.4,Jim Sink,Atlantic,Corporativo,Tecnologia,Telefones e comunicação,CF 888,Caixa Pequena
168,49216,Alta,29,374.67,Envio Expresso,30.63,Noah Childs,Prarie,Escritório em Casa,Insumos de Escritório,Papéis,Staples Premium Bright 1-Part Blank Computer Paper,Caixa Pequena
169,52482,Crítica,21,848.2,Envio Expresso,163.78,Greg Guthrie,Prarie,Corporativo,Insumos de Escritório,Eletrodomésticos,Belkin 8 Outlet Surge Protector,Caixa Pequena
170,5318,Alta,29,5010.7415,Envio Expresso,1196.37,Matt Collins,West,Consumidor,Tecnologia,Telefones e comunicação,2160i,Caixa Pequena
171,9123,Crítica,27,384.9,Envio Expresso,-108.28,Matt Collins,West,Consumidor,Insumos de Escritório,Armazenamento e Organização,Project Tote Personal File,Caixa Pequena
172,11553,Média,28,1350.34,Envio Expresso,-517.17,Justin Knight,West,Corporativo,Insumos de Escritório,Armazenamento e Organização,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Caixa Pequena
173,20448,Crítica,23,104.82,Envio Expresso,6.84,Luke Weiss,West,Corporativo,Insumos de Escritório,Envelopes,Colored Envelopes,Caixa Pequena
174,28802,Alta,36,336.25,Envio Expresso,25.95,Sanjit Chand,West,Escritório em Casa,Insumos de Escritório,Papéis,Southworth 25% Cotton Antique Laid Paper & Envelopes,Caixa Pequena
175,37315,Baixa,31,4726.595,Envio Expresso,1176.48,Luke Weiss,West,Corporativo,Tecnologia,Telefones e comunicação,5165,Caixa Pequena
176,38565,Crítica,20,234.09,Envio Expresso,-11.69,Justin Knight,West,Corporativo,Mobília,Móveis de escritório,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Caixa Pequena
177,53863,Alta,46,7807.45,Envio Expresso,1660.15,Christina DeMoss,West,Escritório em Casa,Insumos de Escritório,Armazenamento e Organização,Fellowes Super Stor/Drawer® Files,Caixa Pequena
178,57959,Média,48,1269.79,Envio Expresso,-65.33,Sally Knutson,West,Consumidor,Tecnologia,Periféricos de Computador,"Micro Innovations Micro 3000 Keyboard, Black",Caixa Pequena
179,928,Baixa,21,1222.68,Envio Expresso,300.97,Anthony O'Donnell,West,Consumidor,Insumos de Escritório,Eletrodomésticos,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Caixa Pequena
180,928,Baixa,26,390.2,Envio Expresso,45.0,Anthony O'Donnell,West,Consumidor,Mobília,Móveis de escritório,DAX Clear Channel Poster Frame,Caixa Pequena
181,5504,Alta,6,49.55,Envio Expresso,-20.33,Anna Andreadi,West,Pequenas Empresas,Insumos de Escritório,Papéis,HP Office Recycled Paper (20Lb. and 87 Bright),Caixa Pequena
182,14852,Média,9,3800.4,Envio Expresso,1234.57,Angele Hood,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC DocuBind 200 Manual Binding Machine,Caixa Pequena
183,26978,Média,47,695.99,Envio Expresso,-157.44,Seth Vernon,West,Escritório em Casa,Insumos de Escritório,Armazenamento e Organização,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Caixa Pequena
184,32871,Alta,42,939.77,Envio Expresso,9.72,Jim Karlsson,West,Pequenas Empresas,Tecnologia,Periféricos de Computador,Microsoft Internet Keyboard,Caixa Pequena
185,39301,Média,16,2232.66,Envio Expresso,-521.09,Kelly Williams,West,Corporativo,Tecnologia,Periféricos de Computador,Adesso Programmable 142-Key Keyboard,Caixa Pequena
186,50310,Média,42,1811.3,Envio Expresso,520.41,Sarah Foster,West,Corporativo,Insumos de Escritório,Eletrodomésticos,Belkin F9M820V08 8 Outlet Surge,Caixa Pequena
187,52737,Não especificada,14,125.54,Envio Expresso,-15.74,Alex Avila,West,Escritório em Casa,Insumos de Escritório,Fichários e acessórios de fichário,GBC VeloBinder Strips,Caixa Pequena
188,54560,Crítica,45,2404.599,Envio Expresso,496.89,Barbara Fisher,West,Pequenas Empresas,Tecnologia,Telefones e comunicação,MicroTAC 650,Caixa Pequena
189,55777,Não especificada,1,65.7475,Envio Expresso,-252.48,Roy Skaria,West,Corporativo,Tecnologia,Telefones e comunicação,StarTAC 7760,Caixa Pequena
190,56001,Baixa,17,118.36,Envio Expresso,-60.65,Alex Avila,West,Escritório em Casa,Insumos de Escritório,Papéis,Xerox 210,Caixa Pequena
191,2720,Crítica,36,2051.016,Envio Expresso,483.97,Christopher Martinez,West,Pequenas Empresas,Tecnologia,Telefones e comunicação,StarTAC 7760,Caixa Pequena
192,4642,Crítica,21,309.62,Envio Expresso,-80.2,Shahid Shariari,West,Corporativo,Insumos de Escritório,Armazenamento e Organização,Project Tote Personal File,Caixa Pequena
193,8801,Baixa,25,2529.396,Envio Expresso,371.21,Thomas Brumley,West,Consumidor,Tecnologia,Telefones e comunicação,270c,Caixa Pequena
194,11332,Baixa,23,1223.3795,Envio Expresso,83.57,Liz Price,West,Corporativo,Tecnologia,Telefones e comunicação,i500plus,Caixa Pequena
195,17702,Alta,9,264.63,Envio Expresso,-66.78,Mark Cousins,West,Escritório em Casa,Tecnologia,Periféricos de Computador,Belkin MediaBoard 104- Keyboard,Caixa Pequena
196,17831,Crítica,38,260.41,Envio Expresso,-45.75,Ricardo Emerson,West,Corporativo,Insumos de Escritório,Papéis,Xerox 1947,Caixa Pequena
197,20389,Alta,30,201.35,Envio Expresso,-107.37,Liz Price,West,Corporativo,Insumos de Escritório,Papéis,Xerox 1920,Caixa Pequena
198,22657,Alta,36,9544.18,Envio Expresso,3392.88,Ralph Kennedy,West,Corporativo,Tecnologia,Periféricos de Computador,Hayes Optima 56K V.90 Internal Voice Modem,Caixa Pequena
199,25635,Crítica,14,633.08,Envio Expresso,145.48,Sally Knutson,West,Corporativo,Insumos de Escritório,Eletrodomésticos,Belkin F9M820V08 8 Outlet Surge,Caixa Pequena
200,29185,Alta,5,217.85,Envio Expresso,-25.31,Rob Dowd,West,Corporativo,Insumos de Escritório,Papéis,Xerox 1893,Caixa Pequena
201,29985,Crítica,22,196.75,Envio Expresso,0.13,Khloe Miller,West,Corporativo,Mobília,Móveis de escritório,Staples Plastic Wall Frames,Caixa Pequena
202,31872,Baixa,34,2833.19,Envio Expresso,1409.87,Vicky Freymann,West,Escritório em Casa,Insumos de Escritório,Envelopes,Ames Color-File® Green Diamond Border X-ray Mailers,Caixa Pequena
203,32611,Média,18,986.24,Envio Expresso,68.9,Neil Knudson,West,Corporativo,Tecnologia,Periféricos de Computador,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Caixa Pequena
204,36803,Não especificada,2,19.02,Envio Expresso,10.73,Ralph Kennedy,West,Corporativo,Mobília,Móveis de escritório,Eldon® Wave Desk Accessories,Caixa Pequena
205,36805,Média,28,1546.3965,Envio Expresso,226.72,Shahid Shariari,West,Corporativo,Tecnologia,Telefones e comunicação,g520,Caixa Pequena
206,44451,Crítica,4,103.9,Envio Expresso,-19.26,Khloe Miller,Atlantic,Escritório em Casa,Mobília,Móveis de escritório,"Seth Thomas 12"" Clock w/ Goldtone Case",Caixa Pequena
207,45059,Não especificada,39,3401.8,Envio Expresso,-508.87,Tony Chapman,Atlantic,Consumidor,Insumos de Escritório,Armazenamento e Organização,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Caixa Pequena
208,45731,Crítica,19,146.63,Envio Expresso,-30.06,Gene Hale,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1894,Caixa Pequena
209,47108,Não especificada,26,258.11,Envio Expresso,9.95,Justin Hirsh,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1896,Caixa Pequena
210,47108,Não especificada,9,1288.515,Envio Expresso,-382.57,Justin Hirsh,Atlantic,Consumidor,Tecnologia,Telefones e comunicação,2180,Caixa Pequena
211,50208,Média,4,38.76,Envio Expresso,-12.13,Sarah Bern,Atlantic,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Avery Hole Reinforcements,Caixa Pequena
212,51525,Crítica,18,360.24,Envio Expresso,-36.24,Patrick O'Brill,Atlantic,Escritório em Casa,Tecnologia,Periféricos de Computador,Belkin 105-Key Black Keyboard,Caixa Pequena
213,52933,Baixa,44,210.46,Envio Expresso,50.04,Liz Price,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Avery Non-Stick Binders,Caixa Pequena
214,53894,Crítica,29,5159.3725,Envio Expresso,1252.48,Cathy Armstrong,Atlantic,Consumidor,Tecnologia,Telefones e comunicação,5125,Caixa Pequena
215,56610,Média,20,857.95,Envio Expresso,51.85,Justin Hirsh,Atlantic,Consumidor,Tecnologia,Periféricos de Computador,"Fellowes Mobile Numeric Keypad, Graphite",Caixa Pequena
216,3393,Alta,7,127.74,Envio Expresso,-5.57,Steve Carroll,Atlantic,Consumidor,Tecnologia,Periféricos de Computador,Logitech Access Keyboard,Caixa Pequena
217,7015,Não especificada,42,7143.927,Envio Expresso,2374.73,Matt Abelman,Atlantic,Escritório em Casa,Tecnologia,Telefones e comunicação,T65,Caixa Pequena
218,9925,Crítica,43,1751.68,Envio Expresso,771.83,Chad Sievert,Atlantic,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Caixa Pequena
219,20455,Crítica,7,381.1995,Envio Expresso,-233.56,Dana Kaydos,Atlantic,Corporativo,Tecnologia,Telefones e comunicação,V 3600 Series,Caixa Pequena
220,38625,Não especificada,28,2752.0,Envio Expresso,336.47,Chad Sievert,West,Corporativo,Tecnologia,Periféricos de Computador,US Robotics 56K V.92 External Faxmodem,Caixa Pequena
221,41217,Alta,23,1314.64,Envio Expresso,575.38,Nathan Cano,West,Consumidor,Insumos de Escritório,Papéis,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Caixa Pequena
222,41927,Não especificada,46,2332.23,Envio Expresso,1085.93,Matt Abelman,West,Escritório em Casa,Insumos de Escritório,Papéis,Xerox 1885,Caixa Pequena
223,48230,Não especificada,39,1140.26,Envio Expresso,387.2,Dana Kaydos,Prarie,Corporativo,Mobília,Móveis de escritório,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Caixa Pequena
224,53600,Média,8,55.59,Envio Expresso,-17.95,Roland Black,Prarie,Pequenas Empresas,Insumos de Escritório,Fichários e acessórios de fichário,Wilson Jones Impact Binders,Caixa Pequena
225,54150,Crítica,12,2011.6355,Envio Expresso,-53.69,Bart Watters,Prarie,Corporativo,Tecnologia,Telefones e comunicação,CF 888,Caixa Pequena
226,2147,Não especificada,15,605.1,Envio Expresso,92.81,Hallie Redmond,Prarie,Escritório em Casa,Insumos de Escritório,Eletrodomésticos,Belkin 8 Outlet Surge Protector,Caixa Pequena
227,14503,Não especificada,14,438.47,Envio Expresso,157.89,Bruce Stewart,Prarie,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,Surelock™ Post Binders,Caixa Pequena
228,16165,Não especificada,4,136.68,Envio Expresso,-125.16,Hallie Redmond,Prarie,Pequenas Empresas,Tecnologia,Periféricos de Computador,Fellowes 17-key keypad for PS/2 interface,Caixa Pequena
229,16165,Não especificada,19,3555.29,Envio Expresso,183.28,Hallie Redmond,Prarie,Pequenas Empresas,Insumos de Escritório,Armazenamento e Organização,Fellowes Staxonsteel® Drawer Files,Caixa Pequena
230,24386,Alta,15,76.94,Envio Expresso,29.67,Bruce Stewart,Prarie,Corporativo,Insumos de Escritório,Etiqueta,Avery 491,Caixa Pequena
231,26016,Alta,44,1642.642,Envio Expresso,314.84,Ken Lonsdale,Prarie,Consumidor,Tecnologia,Telefones e comunicação,KF 788,Caixa Pequena
232,28130,Baixa,23,404.24,Envio Expresso,-76.99,Guy Thornton,Ontario,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Caixa Pequena
233,28130,Baixa,32,1381.88,Envio Expresso,598.2,Guy Thornton,Ontario,Corporativo,Mobília,Móveis de escritório,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Caixa Pequena
234,28290,Baixa,43,1307.35,Envio Expresso,-154.24,Maria Bertelson,Ontario,Escritório em Casa,Tecnologia,Periféricos de Computador,"Fellowes Internet Keyboard, Platinum",Caixa Pequena
235,28290,Baixa,3,523.58,Envio Expresso,-179.36,Maria Bertelson,Ontario,Escritório em Casa,Insumos de Escritório,Armazenamento e Organização,Fellowes Super Stor/Drawer® Files,Caixa Pequena
236,31238,Média,21,7512.03,Envio Expresso,2017.64,Joseph Airdo,Ontario,Corporativo,Insumos de Escritório,Eletrodomésticos,Hoover WindTunnel™ Plus Canister Vacuum,Caixa Pequena
237,41059,Média,26,363.16,Envio Expresso,3.92,Lycoris Saunders,Ontario,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"GBC Laser Imprintable Binding System Covers, Desert Sand",Caixa Pequena
238,43424,Não especificada,34,772.56,Envio Expresso,143.87,Maria Bertelson,Ontario,Escritório em Casa,Insumos de Escritório,Eletrodomésticos,Belkin F5C206VTEL 6 Outlet Surge,Caixa Pequena
239,46243,Baixa,31,614.35,Envio Expresso,78.89,Maria Bertelson,Ontario,Corporativo,Insumos de Escritório,Papéis,Computer Printout Paper with Letter-Trim Perforations,Caixa Pequena
240,51361,Baixa,14,76.06,Envio Expresso,-35.99,Meg O'Connel,Ontario,Corporativo,Insumos de Escritório,Papéis,Xerox 199,Caixa Pequena
241,51780,Baixa,42,372.69,Envio Expresso,-177.03,Rob Beeghly,Ontario,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Caixa Pequena
242,59909,Baixa,46,411.56,Envio Expresso,-188.02,Christina Vanderzanden,Ontario,Pequenas Empresas,Insumos de Escritório,Armazenamento e Organização,Staples File Caddy,Caixa Pequena
243,15808,Crítica,42,906.64,Envio Expresso,-148.93,Bill Donatelli,Ontario,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,"Avery Flip-Chart Easel Binder, Black",Caixa Pequena
244,21091,Alta,32,270.73,Envio Expresso,-54.57,Bill Donatelli,Ontario,Corporativo,Insumos de Escritório,Fichários e acessórios de fichário,GBC Instant Index™ System for Binding Systems,Caixa Pequena
245,28420,Baixa,2,45.64,Envio Expresso,-0.11,Bill Donatelli,Ontario,Corporativo,Insumos de Escritório,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Caixa Pequena
246,33255,Crítica,19,108.21,Envio Expresso,-50.02,Russell Applegate,Ontario,Escritório em Casa,Insumos de Escritório,Papéis,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Caixa Pequena
247,35584,Média,15,150.33,Envio Expresso,-98.23,Joel Jenkins,Ontario,Corporativo,Insumos de Escritório,Armazenamento e Organização,Filing/Storage Totes and Swivel Casters,Caixa Pequena
248,35908,Não especificada,45,529.28,Envio Expresso,-30.27,Brad Eason,Ontario,Pequenas Empresas,Insumos de Escritório,Armazenamento e Organização,Portable Personal File Box,Caixa Pequena
249,293,Alta,27,244.57,Envio Normal,46.71,Barry French,Nunavut,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Caixa Pequena
250,1792,Baixa,28,370.48,Envio Normal,-5.45,Carlos Soltero,Nunavut,Consumidor,Insumos de Escritório,Armazenamento e Organização,"Tenex Personal Project File with Scoop Front Design, Black",Caixa Pequena
251,6980,Não especificada,18,136.29,Envio Normal,-77.28,Ralph Knight,Nunavut,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,"Angle-D Binders with Locking Rings, Label Holders",Caixa Pequena
252,8995,Alta,42,266.36,Envio Normal,-191.28,Beth Paige,Northwest Territories,Consumidor,Insumos de Escritório,Papéis,Xerox 217,Caixa Pequena
253,10945,Média,14,1170.025,Envio Normal,4.22,Ralph Knight,Northwest Territories,Consumidor,Tecnologia,Telefones e comunicação,600 Series Flip,Caixa Pequena
254,11911,Crítica,25,397.84,Envio Normal,-14.75,Edward Hooks,Northwest Territories,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Caixa Pequena
255,14726,Baixa,15,310.87,Envio Normal,-21.48,Ralph Knight,Northwest Territories,Consumidor,Tecnologia,Periféricos de Computador,"Fellowes Basic 104-Key Keyboard, Platinum",Caixa Pequena
256,16932,Crítica,25,144.84,Envio Normal,-120.99,Carlos Soltero,Northwest Territories,Consumidor,Insumos de Escritório,Papéis,Xerox 1924,Caixa Pequena
257,21889,Baixa,21,1049.79,Envio Normal,135.79,Becky Castell,Northwest Territories,Consumidor,Mobília,Móveis de escritório,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Caixa Pequena
258,21889,Baixa,16,817.18,Envio Normal,103.38,Becky Castell,Northwest Territories,Consumidor,Insumos de Escritório,Armazenamento e Organização,Recycled Steel Personal File for Standard File Folders,Caixa Pequena
259,22532,Crítica,13,121.66,Envio Normal,-11.8,Carlos Soltero,Northwest Territories,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC Standard Plastic Binding Systems Combs,Caixa Pequena
260,27109,Crítica,48,538.22,Envio Normal,-154.66,Barry French,Northwest Territories,Consumidor,Tecnologia,Periféricos de Computador,Micro Innovations 104 Keyboard,Caixa Pequena
261,28675,Crítica,15,822.8425,Envio Normal,4.39,Ralph Knight,Northwest Territories,Consumidor,Tecnologia,Telefones e comunicação,252,Caixa Pequena
262,29287,Alta,50,281.39,Envio Normal,-106.4,Edward Hooks,Northwest Territories,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Binder Posts,Caixa Pequena
263,38884,Alta,47,256.0,Envio Normal,-119.84,Edward Hooks,Northwest Territories,Consumidor,Insumos de Escritório,Papéis,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Caixa Pequena
264,40160,Crítica,23,1404.22,Envio Normal,202.87,Julia West,Northwest Territories,Consumidor,Mobília,Móveis de escritório,"Howard Miller 16"" Diameter Gallery Wall Clock",Caixa Pequena
265,45217,Não especificada,40,6789.9275,Envio Normal,1864.66,Ralph Knight,Northwest Territories,Consumidor,Tecnologia,Telefones e comunicação,2160i,Caixa Pequena
266,55363,Alta,14,2232.06,Envio Normal,542.16,Ralph Arnett,Northwest Territories,Consumidor,Insumos de Escritório,Armazenamento e Organização,"Dual Level, Single-Width Filing Carts",Caixa Pequena
267,57127,Baixa,13,735.54,Envio Normal,171.82,Ralph Knight,Northwest Territories,Consumidor,Insumos de Escritório,Papéis,Xerox 194,Caixa Pequena
268,58055,Crítica,26,208.6,Envio Normal,-56.45,Julia West,Atlantic,Consumidor,Mobília,Móveis de escritório,"Eldon® Expressions™ Wood Desk Accessories, Oak",Caixa Pequena
269,59202,Média,7,83.81,Envio Normal,21.92,Andrew Gjertsen,Atlantic,Consumidor,Insumos de Escritório,Etiqueta,Avery 485,Caixa Pequena
270,59585,Alta,45,712.04,Envio Normal,-110.93,Edward Hooks,Atlantic,Consumidor,Tecnologia,Máquinas de escritório,"AT&T Black Trimline Phone, Model 210",Caixa Pequena
271,645,Alta,42,557.85,Envio Normal,89.45,Harold Engle,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC Binding covers,Caixa Pequena
272,13120,Baixa,46,590.43,Envio Normal,82.59,Joy Smith,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC Binding covers,Caixa Pequena
273,13120,Baixa,8,216.33,Envio Normal,-17.37,Joy Smith,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,GBC Standard Therm-A-Bind Covers,Caixa Pequena
274,15618,Média,9,50.93,Envio Normal,-34.98,Joy Smith,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1928,Caixa Pequena
275,15618,Média,44,792.8,Envio Normal,26.27,Joy Smith,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1939,Caixa Pequena
276,15618,Média,14,782.4505,Envio Normal,-11.4,Joy Smith,Atlantic,Consumidor,Tecnologia,Telefones e comunicação,StarTAC 7760,Caixa Pequena
277,16419,Não especificada,43,241.19,Envio Normal,-103.65,Joy Smith,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1978,Caixa Pequena
278,30499,Alta,16,92.06,Envio Normal,5.66,Carlos Soltero,Atlantic,Consumidor,Insumos de Escritório,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Caixa Pequena
279,34978,Alta,49,165.51,Envio Normal,-269.91,Carlos Soltero,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Self-Adhesive Ring Binder Labels,Caixa Pequena
280,35558,Crítica,2,34.88,Envio Normal,-22.12,Carlos Soltero,Atlantic,Consumidor,Mobília,Móveis de escritório,9-3/4 Diameter Round Wall Clock,Caixa Pequena
281,41570,Não especificada,24,2289.92,Envio Normal,1037.55,Harold Engle,Atlantic,Consumidor,Insumos de Escritório,Papéis,Xerox 1941,Caixa Pequena
282,46119,Crítica,23,93.05,Envio Normal,15.27,Carlos Soltero,Atlantic,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Durable Pressboard Binders,Caixa Pequena
283,52130,Baixa,13,63.33,Envio Normal,-39.96,Carlos Soltero,Prarie,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,ACCOHIDE® Binder by Acco,Caixa Pequena
284,52130,Baixa,36,1436.55,Envio Normal,-4.01,Carlos Soltero,Prarie,Consumidor,Mobília,Móveis de escritório,Eldon Executive Woodline II Cherry Finish Desk Accessories,Caixa Pequena
285,53508,Alta,13,1072.22,Envio Normal,149.64,Joy Smith,Prarie,Consumidor,Tecnologia,Periféricos de Computador,Logitech Cordless Navigator Duo,Caixa Pequena
286,450,Não especificada,35,543.72,Envio Normal,-211.13,Matt Collins,West,Consumidor,Insumos de Escritório,Armazenamento e Organização,Hanging Personal Folder File,Caixa Pequena
287,1028,Alta,11,2021.1470000000002,Envio Normal,-60.39,Matt Collins,West,Consumidor,Tecnologia,Telefones e comunicação,3285,Caixa Pequena
288,2883,Baixa,34,2154.34,Envio Normal,177.66,Rob Haberlin,West,Consumidor,Insumos de Escritório,Armazenamento e Organização,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Caixa Pequena
289,5318,Alta,8,1042.25,Envio Normal,195.16,Matt Collins,West,Consumidor,Insumos de Escritório,Eletrodomésticos,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Caixa Pequena
290,6115,Média,25,409.08,Envio Normal,78.86,Matt Collins,West,Consumidor,Mobília,Móveis de escritório,"Seth Thomas 13 1/2"" Wall Clock",Caixa Pequena
291,9792,Baixa,14,84.09,Envio Normal,-73.14,Sally Knutson,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,3M Organizer Strips,Caixa Pequena
292,14275,Baixa,20,42.22,Envio Normal,-7.73,Gene Hale,West,Consumidor,Insumos de Escritório,Fichários e acessórios de fichário,Economy Binders,Caixa Pequena
